,fdp,power,method,seed
0,0.0,0.0,adacs,0
0,0.0,0.0,adacs,1
0,0.0,0.0,adacs,2
0,0.375,0.11627906976744186,adacs,3
0,0.0,0.0,adacs,4
0,0.0,0.0,adacs,5
0,0.0,0.0,adacs,6
0,0.0,0.0,adacs,7
0,0.0,0.0,adacs,8
0,0.5454545454545454,0.11363636363636363,adacs,9
0,0.0,0.0,adacs,10
0,0.0,0.0,adacs,11
0,0.0,0.0,adacs,12
0,0.0,0.0,adacs,13
0,0.35294117647058826,0.22916666666666666,adacs,14
0,0.0,0.0,adacs,15
0,0.0,0.0,adacs,16
0,0.0,0.0,adacs,17
0,0.0,0.0,adacs,18
0,0.0,0.0,adacs,19
